mail-10bm86dyrn89tbb5d895zwyt3e_INFO,mail-19mvyeegbc9m8rgv6hjnjfd4ha_HIGH,mail-1e9vyse1pv9tsvhajq08tk9cx2_LOW,mail-1e9vyse1pv9tsvhajq08tk9cx2_OK,mail-24cwrkk7yd9e8v8ak7pp09wvpd_OK,mail-274e1wpk469dh92xgg9x24zady_INFO,mail-2edjx24zym9wdat2k26b2yv66a_HIGH,mail-2edjx24zym9wdat2k26b2yv66a_OK,mail-2t766d683b93kaxgvwbrn9pb91_HIGH,mail-2tpy6dbyas9k6vwaybtc9qz7v4_HIGH,mail-2tpy6dbyas9k6vwaybtc9qz7v4_OK,mail-2vqyh2xx7e8rfa8xpjxznnvsxj_MEDIUM,mail-2vqyh2xx7e8rfa8xpjxznnvsxj_OK,mail-3a11gmbs308zerxee2c249r6ed_OK,mail-3an77340ah8vjtrxt832dxkajx_HIGH,mail-3an77340ah8vjtrxt832dxkajx_OK,mail-3avnzycn9q8ksaj9f1x6jk00j0_HIGH,mail-3v9bn2thf88bdr1jq3h06yks8b_HIGH,mail-3v9bn2thf88bdr1jq3h06yks8b_OK,mail-427ksdsnx28m6sj599te45f242_OK,mail-46cvtwg4ty9hha7p5wmg5ze7hq_HIGH,mail-46cvtwg4ty9hha7p5wmg5ze7hq_OK,mail-49qbd59hbw8rx9d3p8f9fjfk8k_HIGH,mail-49qbd59hbw8rx9d3p8f9fjfk8k_OK,mail-4ery90s5m29yvrgwwg7qahzqsn_LOW,mail-4ery90s5m29yvrgwwg7qahzqsn_OK,mail-4hqpmkf90398n8ee4hk3tjfpes_HIGH,mail-4hqpmkf90398n8ee4hk3tjfpes_OK,mail-4rqj80t00989cbpk8t5nnrazqp_HIGH,mail-4rqj80t00989cbpk8t5nnrazqp_OK,mail-4xgr1qyz418r9rrfxh4sxxpj5y_LOW,mail-4xgr1qyz418r9rrfxh4sxxpj5y_OK,mail-51p7x6zqwr8xc9q9rs6j58ynes_MEDIUM,mail-51p7x6zqwr8xc9q9rs6j58ynes_OK,mail-54v5e3z1px8y0ara5rafqr651t_HIGH,mail-5e0mwk5veh8j8ad1ek0eesvwqf_HIGH,mail-5e0mwk5veh8j8ad1ek0eesvwqf_OK,mail-5v5dtcb48c9ffv8p5ygmg54nnx_OK,mail-6c2t4ktp4488h8jhefxsamzxb0_HIGH,mail-6c2t4ktp4488h8jhefxsamzxb0_OK,mail-6cf167tydc9w1rp3ps9h3tx2dk_HIGH,mail-6jp6zdh3n68eprzz4p8ea4pcfs_HIGH,mail-6qk07qd2zf80aa8p75c25yrzkd_OK,mail-6txsgv29t387vvev78kh640x79_LOW,mail-6txsgv29t387vvev78kh640x79_OK,mail-7texy80ty7910tyt7q4h6s0t6b_HIGH,mail-awc908ksz9tybbe45bxffbnh4_MEDIUM,mail-awc908ksz9tybbe45bxffbnh4_OK,mail-f1jjp98c79s7a1fg5r3gf6j9b_HIGH,mail-f1jjp98c79s7a1fg5r3gf6j9b_OK,mail-wjc9j1dbr8ecb6kvfvxaxe3n1_HIGH,mail-xxk11qsr89estz7ej6cvje5yz_OK,company_reference,timestamp,score_value,internal_value
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,1,0,1,0,0,rat-2b9v12gvdr8d3v91rpa88vptpe,2024-07-13T13:37:31,550,50.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,rat-1r9296jd18822tm7sr50mshtcq,2024-10-27T13:37:31,550,50.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,1,0,1,0,0,rat-3pn4fnpf8k8hv8sxmcjdg09k9g,2024-11-28T13:37:31,550,50.0
0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,0,0,10,0,0,0,0,2,2,0,0,0,0,0,0,10,2,0,0,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,rat-1by25k4k5z8dk8tz0e64h6bn1t,2024-07-13T14:45:34,510,45.0
0,0,1,0,0,0,0,3,0,0,3,0,3,3,0,3,0,0,12,1,0,1,0,3,3,0,0,1,0,1,0,12,3,0,0,2,1,1,0,1,0,0,12,3,0,0,0,1,0,1,0,0,rat-6c6yreapmk87dr75zega4ade0h,2024-08-07T18:33:05,563,51.66666666666667
0,0,1,0,0,0,0,3,0,0,3,0,3,3,0,3,0,0,11,1,0,1,0,3,3,0,0,1,0,1,0,11,3,0,0,2,1,1,0,1,0,0,11,3,0,0,0,1,0,1,0,0,rat-gp3tfpqjm90yap1j3zbdjrztg,2024-10-02T18:41:05,563,51.66666666666667
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,rat-4y4fp62es8834sqg3qzpp8ttf4,2024-07-14T06:57:51,950,100.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,rat-14d17wsav683gs3aq2atm5zsr6,2024-07-13T10:37:42,710,70.0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,3,0,0,0,0,2,0,2,0,3,0,0,0,1,2,2,0,2,0,0,3,0,0,0,0,2,0,2,0,0,rat-2ng70apxja98wtjjd6b6qhq40t,2024-07-14T07:40:07,603,56.66666666666667
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,2,0,2,0,2,0,0,0,1,2,2,0,2,0,0,2,0,0,0,0,2,0,2,0,0,rat-222wb79vr78s2s63gsafnreae9,2024-11-14T07:40:07,603,56.66666666666667
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,1,0,1,0,1,rat-7jzk86vc1k9mmaqxhw3mkzk212,2024-07-13T15:53:54,550,50.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rat-7mreb7t0728n9tnrz2z03zqb1x,2024-09-03T13:40:39,950,100.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,1,0,1,0,1,rat-653kd5rjvc8nm9dth9qgndg93c,2024-11-06T08:23:22,550,50.0
0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,2,0,2,1,1,0,1,0,2,0,2,0,2,1,0,0,0,2,2,0,2,0,0,2,1,0,0,0,2,0,2,0,0,rat-6mdvbh34968cxvmkkq3gpj0yba,2024-07-13T19:29:07,770,77.5
0,0,0,9,0,0,0,9,0,0,9,0,9,9,0,9,0,0,9,9,0,9,0,9,3,6,0,9,0,9,0,9,3,6,0,0,9,9,0,9,0,0,9,7,2,0,0,9,0,9,0,0,rat-7zmqbtwh079qaakycnbpwkvgq9,2024-07-14T07:09:13,892,92.77777777777776
0,0,0,9,0,0,0,9,0,0,9,0,9,9,0,9,0,0,9,9,0,9,0,9,3,6,0,9,0,9,0,9,1,8,0,0,9,9,0,9,0,0,9,7,2,0,0,9,0,9,0,0,rat-35zqacajat8kxre1t861ekvr8c,2024-07-18T07:09:13,901,93.88888888888889
0,0,0,9,0,0,0,9,0,0,9,0,9,9,0,9,0,0,8,9,0,9,0,9,3,6,0,9,0,9,0,8,1,8,0,0,9,9,0,9,0,0,8,7,2,0,0,9,0,9,0,0,rat-25sd5c21ty85svzcxfdzk5c7w1,2024-10-20T07:09:13,901,93.88888888888889
0,0,0,9,0,0,0,9,0,0,9,0,9,9,0,9,0,0,7,9,0,9,0,9,3,6,0,9,0,9,0,7,1,8,0,0,9,9,0,9,0,0,7,7,2,0,0,9,0,9,0,0,rat-7k2b6cx0qg9b196btqfsv8wxcs,2024-10-21T07:09:13,901,93.88888888888889
0,0,0,9,0,0,0,9,0,0,9,0,9,9,1,8,0,0,9,9,0,9,0,9,3,6,0,9,0,9,0,9,1,8,0,0,9,9,0,9,0,0,9,7,2,0,0,9,0,9,0,0,rat-63xhrted9s9nzsrdspbnbyjnvd,2024-12-17T07:09:13,892,92.77777777777776
0,0,0,10,0,0,0,10,0,0,10,0,10,10,1,9,0,0,10,10,0,10,0,10,3,7,0,10,0,10,0,10,0,10,0,0,10,10,0,10,0,0,10,8,2,0,0,10,0,10,0,0,rat-62zaqympqp8fvv0f39tpc1exhq,2024-12-18T07:09:13,894,93.0
0,0,0,10,0,0,0,10,0,0,10,0,10,10,1,9,0,0,10,10,0,10,0,10,3,7,0,10,0,10,0,10,1,9,0,0,10,10,0,10,0,0,10,8,2,0,0,10,0,10,0,0,rat-5a4jc2mkjg975a8s8syv4ys9wy,2024-12-19T07:09:13,894,93.0
0,0,3,1,0,0,0,4,0,0,4,0,4,4,0,4,0,0,5,4,0,4,0,4,0,4,0,4,0,4,0,5,0,4,0,0,4,4,0,4,0,0,5,4,0,0,0,4,0,4,0,0,rat-7mwvca4pk8m1vb0j79s5cwmzv,2024-07-13T06:42:28,790,80.0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,2,0,2,0,2,0,0,0,1,2,2,0,2,0,0,2,0,0,0,0,2,0,2,0,0,rat-59bwa54pqb927v4egkccxwjsys,2024-07-13T14:25:05,550,50.0
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,3,0,3,0,3,0,0,0,1,3,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,rat-590qezvxv88efbhs1a5gsgae51,2024-10-14T13:39:05,590,55.0
0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3,3,0,3,3,1,0,1,0,3,0,3,0,3,0,1,0,1,3,3,0,3,0,0,3,1,0,0,0,3,0,3,0,0,rat-11nhbas0xb9x5vnbp1mf3b7n2c,2024-10-28T21:01:03,620,58.75
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,260,21,276,0,278,258,21,8,13,0,278,0,278,0,281,10,11,0,1,278,278,0,278,1,0,281,19,2,0,0,278,0,278,1,0,rat-4p2fr5375c89yv38kne0gzj36t,2024-07-13T15:52:47,529,47.42831541218639
0,0,5,269,0,0,0,21,0,2,19,0,21,21,0,21,0,256,21,272,0,274,254,21,8,13,0,274,0,274,0,277,10,11,0,1,274,274,0,274,1,0,277,19,2,0,0,274,0,274,1,0,rat-7n0vpnfpjt8x3sssfwcg4kj44w,2024-07-19T15:52:47,530,47.46363636363636
0,0,5,272,0,0,0,21,0,2,19,0,21,21,0,21,0,259,21,275,0,277,257,21,8,13,0,277,0,277,0,280,10,11,0,1,277,277,0,277,1,0,280,19,2,0,0,277,0,277,1,0,rat-3x5p25my3c96k8qkgdtm2f7pgn,2024-07-26T15:52:47,529,47.43705035971223
0,0,4,274,0,0,0,21,0,2,19,0,21,21,0,21,0,260,21,277,0,278,258,21,8,13,0,278,1,277,0,281,10,11,0,1,278,278,0,278,1,0,281,19,2,0,0,278,0,278,0,0,rat-r1j3gx9f95g96m0qmk3k68jc,2024-07-27T15:52:47,529,47.42831541218639
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,260,21,276,0,278,258,21,8,13,0,278,1,277,0,281,10,11,0,1,278,278,0,278,1,0,281,19,2,0,0,278,0,278,1,0,rat-5tfadnyc499yvr966jwm9j2459,2024-07-28T15:52:47,529,47.42831541218639
0,0,4,274,0,0,0,21,0,2,19,0,21,21,0,21,0,256,21,277,0,278,258,21,8,13,0,278,1,277,0,277,10,11,0,1,278,278,0,278,1,0,277,19,2,0,0,278,0,278,0,0,rat-6fwcdd2kc8pd90f0hvztbaavm,2024-07-29T15:52:47,532,47.786738351254485
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,4,21,276,0,278,258,21,8,13,0,278,1,277,0,25,10,11,0,1,278,278,0,278,1,0,25,19,2,0,0,278,0,278,1,0,rat-326afc1y778zrajwg0ccfsad4v,2024-07-30T15:52:47,713,70.3673835125448
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,9,21,276,0,278,258,21,8,13,0,278,1,277,0,30,10,11,0,1,278,278,0,278,1,0,30,19,2,0,0,278,0,278,1,0,rat-431f6sx5xx89bvk62k71jgvn25,2024-07-31T15:52:47,709,69.91935483870968
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,260,19,276,0,278,258,21,8,13,0,278,1,277,0,279,10,11,0,1,278,278,0,278,1,0,279,19,2,0,0,278,0,278,1,0,rat-7qfkn2n3pw9789xcwm60m2kc3r,2024-08-03T15:52:47,529,47.42831541218639
0,0,4,274,0,0,0,21,0,2,19,0,21,21,0,21,0,260,19,277,0,278,258,21,8,13,0,278,1,277,0,279,10,11,0,1,278,278,0,278,1,0,279,19,2,0,0,278,0,278,0,0,rat-4n1kv12syj9mg9ypzqgrj209kv,2024-08-04T15:52:47,529,47.42831541218639
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,260,20,276,0,278,258,21,8,13,0,278,0,278,0,280,10,11,0,1,278,278,0,278,1,0,280,19,2,0,0,278,0,278,1,0,rat-6xs3jhgqq9881sszm0s99cv8ss,2024-08-18T15:52:47,529,47.42831541218639
0,0,5,272,0,0,0,21,0,2,19,0,21,21,0,21,0,260,21,275,0,277,258,21,8,13,0,277,0,277,0,281,10,11,0,2,277,277,0,277,1,0,281,19,2,0,0,277,0,277,1,0,rat-3ef1ae9qy38jmt92372cysjf2g,2024-08-21T15:52:47,528,47.28494623655914
0,0,5,271,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,274,0,276,256,21,8,13,0,276,0,276,0,279,10,11,0,1,276,276,0,276,1,0,279,19,2,0,0,276,0,276,1,0,rat-3h6g5gf94s817bgd2f27n76yqw,2024-08-28T15:52:47,530,47.44584837545126
0,0,5,272,0,0,0,21,0,2,19,0,21,21,0,21,0,257,21,275,0,277,257,21,8,13,0,277,0,277,0,278,10,11,0,1,277,277,0,277,1,0,278,19,2,0,0,277,0,277,1,0,rat-6tt6vztmc89mfs8hwggdt9s6cr,2024-09-04T15:52:47,531,47.61690647482014
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,276,0,278,258,21,8,13,0,278,0,278,0,279,10,11,0,1,278,278,0,278,1,0,279,19,2,0,0,278,0,278,1,0,rat-5te9kxsdhd98eb78fwpfw8rcbw,2024-09-05T15:52:47,531,47.60752688172043
0,0,5,271,0,0,0,21,0,2,19,0,21,21,0,21,0,2,21,274,0,276,257,21,8,13,0,276,0,276,0,23,10,11,0,2,276,276,0,276,1,0,23,19,2,0,0,276,0,276,1,0,rat-j7wyddkp19ej8f3qcavqjcjgv,2024-09-06T15:52:47,713,70.40467625899281
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,2,21,276,0,278,258,21,8,13,0,278,0,278,0,23,10,11,0,1,278,278,0,278,1,0,23,19,2,0,0,278,0,278,1,0,rat-nf79fz8sy99vapsdmnh7a2ask,2024-09-07T15:52:47,714,70.54659498207886
0,0,5,271,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,274,0,276,258,21,8,13,0,276,0,276,0,279,10,11,0,3,276,276,0,276,1,0,279,19,2,0,0,276,0,276,1,0,rat-5y4ygtng9k9t9re92510s3fj3z,2024-09-08T15:52:47,529,47.32078853046595
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,2,19,276,0,278,258,21,7,14,0,278,0,278,0,21,10,11,0,1,278,278,0,278,1,0,21,19,2,0,0,278,0,278,1,0,rat-3mvh59wsyw9k29aapfj4hq3n81,2024-09-11T15:52:47,714,70.54659498207886
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,19,276,0,278,258,21,7,14,0,278,0,278,0,277,10,11,0,1,278,278,0,278,1,0,277,19,2,0,0,278,0,278,1,0,rat-4bcd16ste09878geg9krpt3ewx,2024-09-12T15:52:47,531,47.60752688172043
0,0,5,273,0,0,0,21,0,2,19,0,21,21,1,20,0,258,21,276,0,278,258,21,7,14,0,278,0,278,0,279,10,11,0,1,278,278,0,278,1,0,279,19,2,0,0,278,0,278,1,0,rat-328zr69var9sx9v44k7z6mdp7b,2024-09-13T15:52:47,531,47.57168458781362
0,0,5,273,0,0,0,21,0,2,19,0,21,21,1,20,0,258,21,276,0,278,258,21,7,14,0,278,1,277,0,279,10,11,0,1,278,278,0,278,1,0,279,19,2,0,0,278,0,278,1,0,rat-54vb8evk22974b906w1r7bbdwj,2024-09-19T15:52:47,531,47.57168458781362
0,0,5,273,0,0,0,21,0,2,19,0,21,21,1,20,0,258,21,277,0,278,258,21,7,14,0,278,1,277,0,279,10,11,0,1,278,278,0,278,0,0,279,19,2,0,0,278,0,278,1,0,rat-2dmj2seeg79sw8ca8b0ameawd1,2024-09-21T15:52:47,531,47.57168458781362
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,19,277,0,278,258,21,7,14,0,278,1,277,0,277,10,11,0,1,278,278,0,278,0,0,277,19,2,0,0,278,0,278,1,0,rat-1zdad5feth87gvwdpev130fwe8,2024-09-26T15:52:47,531,47.60752688172043
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,19,276,0,278,258,21,7,14,0,278,0,278,0,277,9,12,0,1,278,278,1,277,1,0,277,19,2,0,0,278,0,278,1,0,rat-695422cjtr98haeg9vhx13s48m,2024-09-27T15:52:47,531,47.64336917562724
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,276,0,278,258,21,7,14,0,278,0,278,0,279,9,12,0,1,278,278,1,277,1,0,279,19,2,0,0,278,0,278,1,0,rat-2z8tm4kznt96ergp0h6jeh0w87,2024-09-28T15:52:47,531,47.64336917562724
0,0,5,271,0,0,0,21,0,2,19,0,21,21,0,21,0,257,21,274,0,276,257,21,7,14,0,276,0,276,0,278,8,13,0,2,276,276,1,275,1,0,278,19,2,0,0,276,0,276,1,0,rat-288mts66y99hc8m7t3s4wpr4wp,2024-10-02T15:52:47,530,47.544964028776974
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,19,276,0,278,258,21,7,14,0,278,0,278,0,277,8,13,0,1,278,278,1,277,1,0,277,19,2,0,0,278,0,278,1,0,rat-4c1pekagqw8at8yete7809w27r,2024-10-03T15:52:47,531,47.679211469534046
0,0,5,272,0,0,0,21,0,2,19,0,21,21,0,21,0,257,21,275,0,277,257,21,7,14,0,277,0,277,0,278,8,13,0,1,277,277,1,276,1,0,278,19,2,0,0,277,0,277,1,0,rat-4eqf5v4tw391w82k4ysb4d1rrg,2024-10-05T15:52:47,532,47.68884892086331
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,276,0,278,258,21,7,14,0,278,0,278,0,279,8,13,0,1,278,278,1,277,1,0,279,19,2,0,0,278,0,278,1,0,rat-14tcq3ngrj9v7aksbc6kp50w5h,2024-10-07T15:52:47,531,47.679211469534046
0,0,5,272,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,275,0,277,258,21,7,14,0,277,0,277,0,279,8,13,0,2,277,277,1,276,1,0,279,19,2,0,0,277,0,277,1,0,rat-2thge5x8vx9f5bf5rhzcqadnv6,2024-10-17T15:52:47,530,47.53584229390681
0,0,5,266,0,0,0,21,0,2,19,0,21,21,0,21,0,253,21,269,0,271,253,21,7,14,0,271,0,271,0,274,8,13,0,3,271,271,1,270,1,0,274,19,2,0,0,271,0,271,1,0,rat-4sfe8gmkn88xbrva5mj4b9vxd4,2024-11-23T15:52:47,529,47.43613138686131
0,0,5,267,0,0,0,21,0,2,19,0,21,21,0,21,0,252,21,270,0,272,252,21,7,14,0,272,0,272,0,273,8,13,0,1,272,272,1,271,1,0,273,19,2,0,0,272,0,272,1,0,rat-5tegzmv8mw863988z2j0942br7,2024-11-29T15:52:47,532,47.738095238095234
0,0,5,246,0,0,0,21,0,2,19,0,21,21,0,21,0,233,21,249,0,251,233,21,7,14,0,251,0,251,0,254,8,13,0,3,251,251,1,250,1,0,254,19,2,0,0,251,0,251,1,0,rat-24g3qbyt9a91trdm8hep3wbb01,2024-11-30T15:52:47,531,47.62795275590551
0,0,5,271,0,0,0,21,0,2,19,0,21,21,0,21,0,256,21,274,0,276,256,21,7,14,0,276,0,276,0,277,8,13,0,1,276,276,1,275,1,0,277,19,2,0,0,276,0,276,1,0,rat-549s49ary883kr2vztg7kwcazd,2024-12-04T15:52:47,532,47.698555956678696
0,0,5,273,0,0,0,21,0,2,19,0,21,21,0,21,0,258,21,277,0,278,258,21,7,14,0,278,0,278,0,279,8,13,0,1,278,278,0,278,0,0,279,19,2,0,0,278,0,278,1,0,rat-47xzqd3dmf9ysv444xwdrgq8gq,2024-12-12T15:52:47,532,47.73297491039426
0,0,5,259,0,0,0,21,0,2,19,0,21,21,0,21,0,248,21,263,0,264,248,21,7,14,0,264,0,264,0,269,8,13,0,5,264,264,0,264,0,0,269,19,2,0,0,264,0,264,1,0,rat-401chxghyr968svbgs43tmgwrq,2024-12-13T15:52:47,528,47.23977695167286
0,0,5,272,0,0,0,21,0,2,19,0,21,21,0,21,0,257,21,276,0,277,257,21,7,14,0,277,0,277,0,278,8,13,0,1,277,277,0,277,0,0,278,19,2,0,0,277,0,277,1,0,rat-4yd2jsq2fx96z8tht8ev4ty2j5,2024-12-30T15:52:47,532,47.74280575539568
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,rat-6pp8p3y8598vna7gx4zqdzawbh,2024-07-13T07:11:11,630,60.0
0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,rat-6cmpftdppn9cxvtp7m9cv66khp,2024-09-07T07:11:11,630,60.0
0,0,2,1,0,0,0,3,0,0,3,0,3,3,0,3,0,0,3,3,0,3,0,3,3,0,0,3,0,3,0,3,3,0,0,0,3,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,rat-7920mb1drj9k78fyk234p8ghxm,2024-07-14T11:46:57,723,71.66666666666666
0,0,2,1,0,0,0,3,0,0,3,0,3,3,0,3,0,0,2,3,0,3,0,3,3,0,0,3,0,3,0,2,3,0,0,0,3,3,0,3,0,0,2,3,0,0,0,3,0,3,0,0,rat-27s1hy8v48842v0h593kbam27a,2024-09-14T11:46:57,723,71.66666666666666
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,rat-1985h3wfea953a86fbtn3fjrzj,2024-07-13T07:08:44,910,95.0
0,0,1,3,0,0,0,4,0,0,4,0,4,4,0,4,0,0,5,4,0,4,0,4,1,3,0,4,0,4,0,5,2,2,0,0,4,4,0,4,0,0,5,4,0,0,0,4,0,4,0,0,rat-34f1c58mj793x92xp4s8sr0y7m,2024-07-13T07:11:00,820,83.75
0,0,1,3,0,0,0,4,0,0,4,0,4,4,0,4,0,0,4,4,0,4,0,4,1,3,0,4,0,4,0,4,2,2,0,0,4,4,0,4,0,0,4,4,0,0,0,4,0,4,0,0,rat-m8bpkjh779n584rc0z5gxw449,2024-09-12T07:11:00,820,83.75
0,0,1,2,0,0,0,3,0,0,3,0,3,3,0,3,0,0,3,3,0,3,0,3,1,2,0,3,0,3,0,3,1,2,0,0,3,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,rat-y05481je39bdvzmemr8fy7h6a,2024-09-14T07:11:00,817,83.33333333333334
0,0,1,2,0,0,0,3,0,0,3,0,3,3,0,3,0,0,2,3,0,3,0,3,1,2,0,3,0,3,0,2,1,2,0,0,3,3,0,3,0,0,2,3,0,0,0,3,0,3,0,0,rat-544v441tbn9bbs68sk80w26ck6,2024-10-03T07:11:00,817,83.33333333333334
0,0,1,1,0,0,0,2,0,1,1,0,2,2,0,2,0,0,3,2,0,2,0,2,2,0,0,2,0,2,0,3,1,1,0,0,2,2,0,2,0,0,3,2,0,0,0,2,0,2,0,1,rat-z9eet7dc5996vt0cwzs6wvper,2024-07-14T06:57:31,730,72.5
0,0,1,1,0,0,0,2,0,1,1,0,2,2,0,2,0,0,2,2,0,2,0,2,2,0,0,2,0,2,0,2,1,1,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,2,0,1,rat-170sw3zpkn81cvtr0865cn9bds,2024-10-03T06:57:31,730,72.5
0,0,1,1,0,0,0,2,0,1,1,0,2,2,0,2,0,0,2,2,0,2,0,2,2,0,0,2,0,2,0,3,1,1,0,0,2,2,0,2,0,0,3,2,0,0,0,2,0,2,0,1,rat-653mt5af0h8z48r98k1tnr7g4n,2024-11-06T06:57:31,730,72.5
0,0,0,3,0,0,0,3,0,0,3,1,2,3,0,3,0,0,3,3,0,3,0,3,2,1,0,3,0,3,0,3,3,0,0,0,3,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,rat-2ag2hd2hj28t6sscf1nrzvq7m7,2024-07-13T17:47:16,830,85.0
0,0,0,3,0,0,0,3,0,0,3,1,2,3,0,3,0,0,3,3,0,3,0,3,2,1,0,3,0,3,0,3,2,1,0,0,3,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,rat-6wz8atq8nx8wrra5jqfae5nfw9,2024-11-19T17:47:16,843,86.66666666666666
0,0,0,3,0,0,0,3,0,0,3,1,2,3,0,3,0,0,3,3,0,3,0,3,2,1,0,3,0,3,0,3,1,2,0,0,3,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,rat-5ce2gkzqft8bv9q702qgtyz5bj,2024-11-20T17:47:16,857,88.33333333333334
0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,2,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0,rat-xbac71dvy93ea9jf85dyzn4xp,2024-12-13T15:32:05,870,90.0
0,0,1,3,0,0,0,5,0,0,5,0,5,5,0,5,0,0,7,4,0,4,0,5,1,4,0,4,0,4,0,7,1,4,0,1,4,4,0,4,0,0,7,4,1,0,0,4,0,4,0,0,rat-7z6rv2kpmd83792x1y490catv4,2024-07-13T07:43:36,798,81.0
0,0,1,2,0,0,0,4,0,0,4,0,4,4,0,4,0,0,6,3,0,3,0,4,0,4,0,3,0,3,0,6,1,3,0,1,3,3,0,3,0,0,6,4,0,0,0,3,0,3,0,0,rat-68d4g8g11g89babwvt0y6x8bvs,2024-08-21T07:43:36,770,77.5
0,0,1,3,0,0,0,5,0,0,5,0,5,5,0,5,0,0,7,3,0,4,0,5,1,4,0,4,0,4,0,7,1,4,0,1,4,4,0,4,1,0,7,4,1,0,0,4,0,4,0,0,rat-5q5xmma0718kgssarh6nvrh8qg,2024-09-10T07:43:36,742,74.0
